"simIDs"	"systemTime"	"nTrials"	"defCount"	"trueProportion"	"transformedTrueProportion"	"transformedProportionData"	"proportionData"
1	1261440000	100	24	0.24	-1.15266525574779	-2.10973642148927	0.108150169611935
1	1261440000	100	24	0.24	-1.15266525574779	-2.6388622878721	0.066674470411142
1	1261440000	100	24	0.24	-1.15266525574779	-12.2060776455177	8.47028712131915e-22
1	1261440000	100	24	0.24	-1.15266525574779	-1.05298066399678	0.258650728949162
1	1261440000	100	24	0.24	-1.15266525574779	4.34692081860011	0.987223728503444
1	1261440000	100	24	0.24	-1.15266525574779	-3.32009290278664	0.0348836291414494
1	1261440000	100	24	0.24	-1.15266525574779	3.59385051550652	0.973248066871231
1	1261440000	100	24	0.24	-1.15266525574779	-7.40194634701795	0.000604698353682899
1	1261440000	100	24	0.24	-1.15266525574779	-5.82781975953361	0.00293087447542011
1	1261440000	100	24	0.24	-1.15266525574779	3.89188422303697	0.980006052902641
1	1261440000	100	24	0.24	-1.15266525574779	-3.48545629427594	0.0297241853483756
1	1261440000	100	24	0.24	-1.15266525574779	-1.20306775155561	0.23092723946996
1	1261440000	100	24	0.24	-1.15266525574779	-1.03869948238308	0.261398621613994
1	1261440000	100	24	0.24	-1.15266525574779	-0.244512762305903	0.439173944635136
1	1261440000	100	24	0.24	-1.15266525574779	-6.77207088478094	0.00113902154882238
1	1261440000	100	24	0.24	-1.15266525574779	3.36120571975062	0.96647453578509
1	1261440000	100	24	0.24	-1.15266525574779	-4.82836663090438	0.00793117084943973
1	1261440000	100	24	0.24	-1.15266525574779	0.157664279039847	0.539335015093614
1	1261440000	100	24	0.24	-1.15266525574779	-7.64016905911481	0.000475520968872342
1	1261440000	100	24	0.24	-1.15266525574779	-5.36734645646252	0.00463986904489108
1	1261440000	100	24	0.24	-1.15266525574779	1.54848316409236	0.824697792571132
1	1261440000	100	24	0.24	-1.15266525574779	-7.90881200407851	0.000362359572670122
1	1261440000	100	24	0.24	-1.15266525574779	-0.65083059843587	0.342800816308462
1	1261440000	100	24	0.24	-1.15266525574779	-4.71546092759931	0.00887133262432114
1	1261440000	100	24	0.24	-1.15266525574779	7.29933204807381	0.999329459745306
1	1261440000	100	24	0.24	-1.15266525574779	-0.730092833144969	0.325172607897179
1	1261440000	100	24	0.24	-1.15266525574779	-3.92678317731803	0.0193212988926817
1	1261440000	100	24	0.24	-1.15266525574779	-2.32071001147921	0.0894181233804138
1	1261440000	100	24	0.24	-1.15266525574779	1.14106494998832	0.757877690195269
1	1261440000	100	24	0.24	-1.15266525574779	-5.51394820573933	0.0040090271273555
1	1261440000	100	24	0.24	-1.15266525574779	-1.96998933185073	0.122386256592275
1	1261440000	100	24	0.24	-1.15266525574779	-8.46468269043243	0.000205740413218594
1	1261440000	100	24	0.24	-1.15266525574779	-4.2409271796833	0.0141851274553293
1	1261440000	100	24	0.24	-1.15266525574779	-9.30703223751647	8.57762366950833e-05
1	1261440000	100	24	0.24	-1.15266525574779	-3.40806549829118	0.0320396670639627
1	1261440000	100	24	0.24	-1.15266525574779	6.5226952270724	0.998537439603034
1	1261440000	100	24	0.24	-1.15266525574779	-6.8806746579471	0.00102140632623418
1	1261440000	100	24	0.24	-1.15266525574779	-3.57693364656827	0.0271960100264758
1	1261440000	100	24	0.24	-1.15266525574779	5.18804087577962	0.994453006812351
1	1261440000	100	24	0.24	-1.15266525574779	-0.124589270262879	0.468892599238298
1	1261440000	100	24	0.24	-1.15266525574779	-1.40368728213347	0.197228619664371
1	1261440000	100	24	0.24	-1.15266525574779	-4.7285565409459	0.00875686125417817
1	1261440000	100	24	0.24	-1.15266525574779	6.06823328848512	0.997695064951662
1	1261440000	100	24	0.24	-1.15266525574779	-4.32413104983227	0.0130670468685073
1	1261440000	100	24	0.24	-1.15266525574779	-2.49900365622142	0.0759238162272321
1	1261440000	100	24	0.24	-1.15266525574779	-7.79866147547228	0.00040511962391889
1	1261440000	100	24	0.24	-1.15266525574779	-6.5651764017555	0.00140160822574047
1	1261440000	100	24	0.24	-1.15266525574779	0.0703575065923188	0.517582300179463
1	1261440000	100	24	0.24	-1.15266525574779	0.1719596412098	0.542884716733619
1	1261440000	100	24	0.24	-1.15266525574779	-12.2060776455177	8.47028712131915e-22
1	1261440000	100	24	0.24	-1.15266525574779	4.80993765501822	0.991922410733885
1	1261440000	100	24	0.24	-1.15266525574779	-1.75259386754558	0.147716811314803
1	1261440000	100	24	0.24	-1.15266525574779	6.15516994808732	0.99788699395797
1	1261440000	100	24	0.24	-1.15266525574779	2.01000105288335	0.881846950328141
1	1261440000	100	24	0.24	-1.15266525574779	-4.99144170374887	0.00674505533845129
1	1261440000	100	24	0.24	-1.15266525574779	-2.28445504113358	0.0924145209031327
1	1261440000	100	24	0.24	-1.15266525574779	-0.763903293382097	0.317797597503981
2	1324512000	100	34	0.34	-0.663287087364921	-5.08804003363342	0.00612732586430784
2	1324512000	100	34	0.34	-0.663287087364921	-8.37257365193832	0.000226068871871493
2	1324512000	100	34	0.34	-0.663287087364921	3.69711242469434	0.975809655431284
2	1324512000	100	34	0.34	-0.663287087364921	1.88138578556934	0.867773897272638
2	1324512000	100	34	0.34	-0.663287087364921	6.49226459561778	0.998492162969864
2	1324512000	100	34	0.34	-0.663287087364921	-1.13431605072602	0.24336290247004
2	1324512000	100	34	0.34	-0.663287087364921	-0.741150144017496	0.322750917675125
2	1324512000	100	34	0.34	-0.663287087364921	-9.26998295058672	8.92021873552999e-05
2	1324512000	100	34	0.34	-0.663287087364921	6.07715239122295	0.997715528935364
2	1324512000	100	34	0.34	-0.663287087364921	-2.06005565068499	0.113036380696982
2	1324512000	100	34	0.34	-0.663287087364921	-2.15545753174958	0.10381837577311
2	1324512000	100	34	0.34	-0.663287087364921	-8.00402029117637	0.000329008421210729
2	1324512000	100	34	0.34	-0.663287087364921	-9.65908618353577	5.88393986580516e-05
2	1324512000	100	34	0.34	-0.663287087364921	12.2060776455177	1
2	1324512000	100	34	0.34	-0.663287087364921	-0.327330927195844	0.418889379952724
2	1324512000	100	34	0.34	-0.663287087364921	3.40397901171885	0.967833336366703
2	1324512000	100	34	0.34	-0.663287087364921	2.59210524912914	0.930356058893582
2	1324512000	100	34	0.34	-0.663287087364921	2.61067571943714	0.931549813901055
2	1324512000	100	34	0.34	-0.663287087364921	-1.98022434502465	0.121291137563462
2	1324512000	100	34	0.34	-0.663287087364921	6.68501851514562	0.998757055182613
2	1324512000	100	34	0.34	-0.663287087364921	-6.61019625701212	0.00133977049106413
2	1324512000	100	34	0.34	-0.663287087364921	3.03983787525565	0.954346308801235
2	1324512000	100	34	0.34	-0.663287087364921	0.118248625999529	0.529528053218948
2	1324512000	100	34	0.34	-0.663287087364921	-1.75893955511039	0.146919672017417
2	1324512000	100	34	0.34	-0.663287087364921	-2.49422884929251	0.0762595133969439
2	1324512000	100	34	0.34	-0.663287087364921	-7.47874865320119	0.000559650581666709
2	1324512000	100	34	0.34	-0.663287087364921	-10.2392650006068	3.07381883533881e-05
2	1324512000	100	34	0.34	-0.663287087364921	4.58418300704954	0.989896041879343
2	1324512000	100	34	0.34	-0.663287087364921	3.10015049180891	0.956903521261188
2	1324512000	100	34	0.34	-0.663287087364921	-1.48700943000695	0.184367863674901
2	1324512000	100	34	0.34	-0.663287087364921	-1.96407744747125	0.123022681549074
2	1324512000	100	34	0.34	-0.663287087364921	-3.03119375432216	0.0460318328427283
2	1324512000	100	34	0.34	-0.663287087364921	-0.473691051372091	0.383741831577894
2	1324512000	100	34	0.34	-0.663287087364921	3.58489863251905	0.973013960616512
2	1324512000	100	34	0.34	-0.663287087364921	4.54368380681737	0.989482630106448
2	1324512000	100	34	0.34	-0.663287087364921	-1.02618236053826	0.263822540576928
2	1324512000	100	34	0.34	-0.663287087364921	-8.37318606255902	0.000225927438830205
2	1324512000	100	34	0.34	-0.663287087364921	-5.94473173991849	0.00260778671649252
2	1324512000	100	34	0.34	-0.663287087364921	6.47492872520187	0.998465748695995
2	1324512000	100	34	0.34	-0.663287087364921	-1.15696770753904	0.239216097232195
2	1324512000	100	34	0.34	-0.663287087364921	-3.67524890322858	0.0247119462300873
2	1324512000	100	34	0.34	-0.663287087364921	1.43819725910237	0.808178413193641
2	1324512000	100	34	0.34	-0.663287087364921	5.57264076871783	0.996218919623462
2	1324512000	100	34	0.34	-0.663287087364921	-5.68176944453179	0.00339098585475029
2	1324512000	100	34	0.34	-0.663287087364921	10.7586326066771	0.999983739164094
2	1324512000	100	34	0.34	-0.663287087364921	-3.28141617175383	0.0362096177038184
2	1324512000	100	34	0.34	-0.663287087364921	1.92723936641927	0.872947273961558
2	1324512000	100	34	0.34	-0.663287087364921	1.56087510863042	0.82648215429995
2	1324512000	100	34	0.34	-0.663287087364921	-6.21966440613062	0.00198098087794035
2	1324512000	100	34	0.34	-0.663287087364921	3.76582627836498	0.977380024989381
2	1324512000	100	34	0.34	-0.663287087364921	8.6074750389638	0.999822296832405
2	1324512000	100	34	0.34	-0.663287087364921	-1.4881593884821	0.184194995854238
2	1324512000	100	34	0.34	-0.663287087364921	4.90318245832218	0.992636697805119
2	1324512000	100	34	0.34	-0.663287087364921	-1.67775567793502	0.157389456809279
2	1324512000	100	34	0.34	-0.663287087364921	10.4341118215324	0.999975588689097
2	1324512000	100	34	0.34	-0.663287087364921	-0.910003338521995	0.286997024074882
2	1324512000	100	34	0.34	-0.663287087364921	-5.0148066258205	0.00659019713924332
2	1324512000	100	34	0.34	-0.663287087364921	6.84393764635095	0.998940226285166
2	1324512000	100	34	0.34	-0.663287087364921	-6.62246718230668	0.00132339153118619
2	1324512000	100	34	0.34	-0.663287087364921	9.56231698184853	0.999934674585468
2	1324512000	100	34	0.34	-0.663287087364921	-8.86180892751112	0.000136679851017467
2	1324512000	100	34	0.34	-0.663287087364921	-5.35262700014969	0.00470842001764931
2	1324512000	100	34	0.34	-0.663287087364921	7.16177261840426	0.999229915107673
2	1324512000	100	34	0.34	-0.663287087364921	6.11074919699621	0.99779100261708
2	1324512000	100	34	0.34	-0.663287087364921	9.83041916857296	0.99995121215025
2	1324512000	100	34	0.34	-0.663287087364921	-4.20697294581198	0.0146680245578881
2	1324512000	100	34	0.34	-0.663287087364921	-2.57492844809964	0.070765224745096
2	1324512000	100	34	0.34	-0.663287087364921	9.59540368494898	0.999936963193247
2	1324512000	100	34	0.34	-0.663287087364921	3.18520356161488	0.960278251255274
2	1324512000	100	34	0.34	-0.663287087364921	-2.48449913954933	0.0769477870707014
2	1324512000	100	34	0.34	-0.663287087364921	-0.726073268261741	0.326055273014838
2	1324512000	100	34	0.34	-0.663287087364921	-0.748330652375246	0.321183363914016
2	1324512000	100	34	0.34	-0.663287087364921	-9.93242473030726	4.35720010550065e-05
2	1324512000	100	34	0.34	-0.663287087364921	-0.949308864305472	0.279021626425396
2	1324512000	100	34	0.34	-0.663287087364921	4.1752248192516	0.984865826251283
2	1324512000	100	34	0.34	-0.663287087364921	0.589328945654729	0.643212591970234
2	1324512000	100	34	0.34	-0.663287087364921	12.2060776455177	1
2	1324512000	100	34	0.34	-0.663287087364921	-7.04807159746912	0.000863337318189443
2	1324512000	100	34	0.34	-0.663287087364921	2.082441840548	0.889188760985002
2	1324512000	100	34	0.34	-0.663287087364921	1.61024176666907	0.833448284290544
2	1324512000	100	34	0.34	-0.663287087364921	-2.08936396682116	0.110130994814324
2	1324512000	100	34	0.34	-0.663287087364921	-2.74392058358573	0.0604265167321537
2	1324512000	100	34	0.34	-0.663287087364921	2.76562545617181	0.940794182567231
2	1324512000	100	34	0.34	-0.663287087364921	1.7155372714468	0.847556590774881
2	1324512000	100	34	0.34	-0.663287087364921	8.52937408061178	0.99980745845469
2	1324512000	100	34	0.34	-0.663287087364921	-5.19358990986583	0.00551643994102929
2	1324512000	100	34	0.34	-0.663287087364921	-1.08468005983164	0.252618907138146
2	1324512000	100	34	0.34	-0.663287087364921	-3.18652741835409	0.0396712762918422
2	1324512000	100	34	0.34	-0.663287087364921	3.47541257353637	0.96998472737616
2	1324512000	100	34	0.34	-0.663287087364921	1.0674167843545	0.744107790373026
2	1324512000	100	34	0.34	-0.663287087364921	-2.24893316327013	0.0954374821922109
2	1324512000	100	34	0.34	-0.663287087364921	-4.55300651937559	0.0104207466831854
2	1324512000	100	34	0.34	-0.663287087364921	-10.1486399254649	3.41281244551611e-05
2	1324512000	100	34	0.34	-0.663287087364921	-1.18820063442981	0.233578241128765
2	1324512000	100	34	0.34	-0.663287087364921	-2.88165295491846	0.0530635417321168
2	1324512000	100	34	0.34	-0.663287087364921	-0.233925294942052	0.441783322761358
2	1324512000	100	34	0.34	-0.663287087364921	-0.715089126454425	0.328473590778033
2	1324512000	100	34	0.34	-0.663287087364921	-3.93379232427767	0.0191889025550046
2	1324512000	100	34	0.34	-0.663287087364921	4.59305064471888	0.989984393877474
2	1324512000	100	34	0.34	-0.663287087364921	5.11855393757008	0.994055872872557
3	1419120000	100	30	0.3	-0.847288336691057	1.36925716406523	0.797263083336793
3	1419120000	100	30	0.3	-0.847288336691057	-7.01308795432033	0.000894224732096597
3	1419120000	100	30	0.3	-0.847288336691057	3.08248722620906	0.956169113963172
3	1419120000	100	30	0.3	-0.847288336691057	1.9058296367741	0.87055360939006
3	1419120000	100	30	0.3	-0.847288336691057	0.425171120972386	0.604721036330062
3	1419120000	100	30	0.3	-0.847288336691057	-3.83568717592449	0.0211255802512758
3	1419120000	100	30	0.3	-0.847288336691057	3.9556878410589	0.98121898121116
3	1419120000	100	30	0.3	-0.847288336691057	7.07532003809347	0.999159984343663
3	1419120000	100	30	0.3	-0.847288336691057	3.6525699306267	0.974735420781708
3	1419120000	100	30	0.3	-0.847288336691057	-6.00151806141344	0.00246390635944765
3	1419120000	100	30	0.3	-0.847288336691057	-11.4137136808226	6.042989962869e-06
3	1419120000	100	30	0.3	-0.847288336691057	4.84452824915154	0.992195065968054
3	1419120000	100	30	0.3	-0.847288336691057	-3.67361017010796	0.0247514803543101
3	1419120000	100	30	0.3	-0.847288336691057	-11.1422981835307	9.48636537462786e-06
3	1419120000	100	30	0.3	-0.847288336691057	-2.60494937612626	0.0688162535928172
3	1419120000	100	30	0.3	-0.847288336691057	-2.26080543337364	0.0944174212282324
3	1419120000	100	30	0.3	-0.847288336691057	11.8015008174462	0.999997506677825
3	1419120000	100	30	0.3	-0.847288336691057	2.09943688268025	0.890852343218017
3	1419120000	100	30	0.3	-0.847288336691057	-3.11033477184509	0.042678389798422
3	1419120000	100	30	0.3	-0.847288336691057	5.31646277852401	0.995118851211062
3	1419120000	100	30	0.3	-0.847288336691057	-1.36040551059898	0.204171445835249
3	1419120000	100	30	0.3	-0.847288336691057	4.32601030813391	0.986957175590411
3	1419120000	100	30	0.3	-0.847288336691057	-3.25738691352815	0.0370577249438419
3	1419120000	100	30	0.3	-0.847288336691057	1.42940829293109	0.806812172300583
3	1419120000	100	30	0.3	-0.847288336691057	5.56146726872315	0.996176541495894
3	1419120000	100	30	0.3	-0.847288336691057	0.246130256258843	0.561224409259159
3	1419120000	100	30	0.3	-0.847288336691057	-2.67265199981464	0.0646021624805857
3	1419120000	100	30	0.3	-0.847288336691057	-10.4978964639035	2.25939487351271e-05
3	1419120000	100	30	0.3	-0.847288336691057	4.19183548543388	0.985111506650726
3	1419120000	100	30	0.3	-0.847288336691057	-11.5284106354686	4.84634259572874e-06
3	1419120000	100	30	0.3	-0.847288336691057	-1.37465731536817	0.201865447817855
3	1419120000	100	30	0.3	-0.847288336691057	-3.21831217862642	0.0384777736143625
3	1419120000	100	30	0.3	-0.847288336691057	4.31721273329017	0.986843397421362
3	1419120000	100	30	0.3	-0.847288336691057	8.54111373735515	0.99980976351508
3	1419120000	100	30	0.3	-0.847288336691057	-1.313122635743	0.211961902947199
3	1419120000	100	30	0.3	-0.847288336691057	-7.82315514327265	0.00039520028658631
3	1419120000	100	30	0.3	-0.847288336691057	-3.5424167188207	0.0281244258579408
3	1419120000	100	30	0.3	-0.847288336691057	8.87645589148113	0.999865379917421
3	1419120000	100	30	0.3	-0.847288336691057	-2.31676041371864	0.0897402480695034
3	1419120000	100	30	0.3	-0.847288336691057	-0.0708730875171149	0.482288963853921
3	1419120000	100	30	0.3	-0.847288336691057	-9.63728614070732	6.02462888968913e-05
3	1419120000	100	30	0.3	-0.847288336691057	-4.53708163131084	0.0105863320478369
3	1419120000	100	30	0.3	-0.847288336691057	7.78234257995581	0.999588135582601
3	1419120000	100	30	0.3	-0.847288336691057	3.34555788112785	0.965963730989666
3	1419120000	100	30	0.3	-0.847288336691057	1.7778643118422	0.855436505637024
3	1419120000	100	30	0.3	-0.847288336691057	-1.8160777455952	0.139901577361742
3	1419120000	100	30	0.3	-0.847288336691057	-3.69176201313988	0.0243169895462003
3	1419120000	100	30	0.3	-0.847288336691057	-3.17390338763849	0.0401550832323952
3	1419120000	100	30	0.3	-0.847288336691057	-0.99456546387854	0.270008956890864
3	1419120000	100	30	0.3	-0.847288336691057	4.1446486610058	0.984403112530539
3	1419120000	100	30	0.3	-0.847288336691057	-8.52118142277153	0.000194166259550786
3	1419120000	100	30	0.3	-0.847288336691057	-6.99748536590954	0.000908352076035611
3	1419120000	100	30	0.3	-0.847288336691057	-6.13489074224045	0.0021563022145655
3	1419120000	100	30	0.3	-0.847288336691057	-6.86147112052532	0.00104128661071538
3	1419120000	100	30	0.3	-0.847288336691057	-3.06174402529194	0.044708596908476
3	1419120000	100	30	0.3	-0.847288336691057	7.10037678061711	0.999180877385244
3	1419120000	100	30	0.3	-0.847288336691057	2.6371439610668	0.933218512675747
3	1419120000	100	30	0.3	-0.847288336691057	-4.34025718660447	0.0128606261779504
3	1419120000	100	30	0.3	-0.847288336691057	-1.11845196462773	0.246296004090233
3	1419120000	100	30	0.3	-0.847288336691057	-8.71639722105165	0.000158851326961722
3	1419120000	100	30	0.3	-0.847288336691057	9.12160372455155	0.999895731565121
3	1419120000	100	30	0.3	-0.847288336691057	1.86677500776748	0.866088338639585
3	1419120000	100	30	0.3	-0.847288336691057	-6.52966529589161	0.00145238182130195
3	1419120000	100	30	0.3	-0.847288336691057	-3.45379690810993	0.0306511355167931
3	1419120000	100	30	0.3	-0.847288336691057	0.145421676589449	0.536291848518844
3	1419120000	100	30	0.3	-0.847288336691057	5.12395364159454	0.99408772025566
3	1419120000	100	30	0.3	-0.847288336691057	-7.2237606314816	0.000723531698366721
3	1419120000	100	30	0.3	-0.847288336691057	-0.831462069797202	0.303334045346817
3	1419120000	100	30	0.3	-0.847288336691057	-2.1614688356742	0.103260389416868
3	1419120000	100	30	0.3	-0.847288336691057	-1.31180143826457	0.212182676301632
3	1419120000	100	30	0.3	-0.847288336691057	8.61494813772041	0.999823656855501
3	1419120000	100	30	0.3	-0.847288336691057	-5.11883483456573	0.00594246620745457
3	1419120000	100	30	0.3	-0.847288336691057	-1.05097496633232	0.259035514854474
3	1419120000	100	30	0.3	-0.847288336691057	0.400680637663729	0.598852168146908
3	1419120000	100	30	0.3	-0.847288336691057	-12.2060776455177	8.47028712131915e-22
3	1419120000	100	30	0.3	-0.847288336691057	-12.2060776455177	8.47028712131915e-22
3	1419120000	100	30	0.3	-0.847288336691057	0.921616516921323	0.715373521350202
3	1419120000	100	30	0.3	-0.847288336691057	3.31084547875293	0.964803654122091
3	1419120000	100	30	0.3	-0.847288336691057	-4.18513818569667	0.0149870738943378
3	1419120000	100	30	0.3	-0.847288336691057	-12.2060776455177	8.47028712131915e-22
3	1419120000	100	30	0.3	-0.847288336691057	-1.2165607058991	0.22853955414387
3	1419120000	100	30	0.3	-0.847288336691057	-3.66124306566349	0.0250518282497522
3	1419120000	100	30	0.3	-0.847288336691057	-4.04406000218196	0.017219467764201
3	1419120000	100	30	0.3	-0.847288336691057	0.00603878136206482	0.501509705849617
3	1419120000	100	30	0.3	-0.847288336691057	7.97344664200423	0.999660625583467
3	1419120000	100	30	0.3	-0.847288336691057	3.80112879707915	0.978147656516418
3	1419120000	100	30	0.3	-0.847288336691057	6.32098321831432	0.998210035040177
3	1419120000	100	30	0.3	-0.847288336691057	9.17031271474921	0.999900925835558
3	1419120000	100	30	0.3	-0.847288336691057	1.70257195523997	0.845873807310381
3	1419120000	100	30	0.3	-0.847288336691057	-3.97782363836588	0.0183773041276643
3	1419120000	100	30	0.3	-0.847288336691057	-2.62853376410878	0.0673201331485882
3	1419120000	100	30	0.3	-0.847288336691057	0.778397698829313	0.685336531999176
3	1419120000	100	30	0.3	-0.847288336691057	6.11729273120799	0.997805410926718
3	1419120000	100	30	0.3	-0.847288336691057	-2.104476124965	0.108658612801034
3	1419120000	100	30	0.3	-0.847288336691057	-12.2060776455177	8.47028712131915e-22
3	1419120000	100	30	0.3	-0.847288336691057	0.763568261829302	0.682129761507644
3	1419120000	100	30	0.3	-0.847288336691057	1.58455104709631	0.829851390376712
3	1419120000	100	30	0.3	-0.847288336691057	-0.412525038465924	0.398305802188946
3	1419120000	100	30	0.3	-0.847288336691057	-2.85089296525442	0.0546307234098522
3	1419120000	100	30	0.3	-0.847288336691057	6.88275639259046	0.998980725970615
4	1576800000	100	33	0.33	-0.708177369182839	-3.33441889964334	0.0344044534480668
4	1576800000	100	33	0.33	-0.708177369182839	1.99069011616242	0.879819927504483
4	1576800000	100	33	0.33	-0.708177369182839	2.47709224430047	0.922524441558221
4	1576800000	100	33	0.33	-0.708177369182839	-3.3950159404666	0.0324469169949106
4	1576800000	100	33	0.33	-0.708177369182839	0.65248941004699	0.657572801779084
4	1576800000	100	33	0.33	-0.708177369182839	7.20374061776575	0.999261747059386
4	1576800000	100	33	0.33	-0.708177369182839	-0.116723632734553	0.470851886307314
4	1576800000	100	33	0.33	-0.708177369182839	2.54230607630141	0.927059197098962
4	1576800000	100	33	0.33	-0.708177369182839	3.02999039662814	0.953915289859533
4	1576800000	100	33	0.33	-0.708177369182839	-4.40681930289111	0.0120421223337363
4	1576800000	100	33	0.33	-0.708177369182839	-4.12189656342896	0.0159502035832379
4	1576800000	100	33	0.33	-0.708177369182839	-3.2142857448577	0.0386270363401297
4	1576800000	100	33	0.33	-0.708177369182839	4.79664556793135	0.991815144802766
4	1576800000	100	33	0.33	-0.708177369182839	1.95149139938589	0.875612928785818
4	1576800000	100	33	0.33	-0.708177369182839	-1.02713242283971	0.263638057782678
4	1576800000	100	33	0.33	-0.708177369182839	5.34555668848591	0.995258295289913
4	1576800000	100	33	0.33	-0.708177369182839	5.51370730105336	0.99599000964113
4	1576800000	100	33	0.33	-0.708177369182839	-4.11888787133158	0.0159975108273827
4	1576800000	100	33	0.33	-0.708177369182839	4.8365179930414	0.992132749624212
4	1576800000	100	33	0.33	-0.708177369182839	-0.0450784972391495	0.488732171014978
4	1576800000	100	33	0.33	-0.708177369182839	4.63049922471761	0.990349155427521
4	1576800000	100	33	0.33	-0.708177369182839	-2.16144484631852	0.103262610894457
4	1576800000	100	33	0.33	-0.708177369182839	-4.28357795919393	0.0136006936835915
4	1576800000	100	33	0.33	-0.708177369182839	-0.0147311970561008	0.496317230506996
4	1576800000	100	33	0.33	-0.708177369182839	8.66777933157333	0.999832987147061
4	1576800000	100	33	0.33	-0.708177369182839	-12.2060776455177	8.47028712131915e-22
4	1576800000	100	33	0.33	-0.708177369182839	2.46326336360261	0.921530195861717
4	1576800000	100	33	0.33	-0.708177369182839	0.558424937705537	0.636089383871711
4	1576800000	100	33	0.33	-0.708177369182839	3.87809443913184	0.979733990520919
4	1576800000	100	33	0.33	-0.708177369182839	1.27055474281025	0.780840504320571
4	1576800000	100	33	0.33	-0.708177369182839	4.87304118522735	0.992412938647701
4	1576800000	100	33	0.33	-0.708177369182839	-7.55840467614236	0.000516440049981389
4	1576800000	100	33	0.33	-0.708177369182839	-2.67639540548232	0.0643763051795094
4	1576800000	100	33	0.33	-0.708177369182839	-2.20413816212867	0.0993754895985399
4	1576800000	100	33	0.33	-0.708177369182839	7.56881541670823	0.999488957580336
4	1576800000	100	33	0.33	-0.708177369182839	0.031350230710988	0.507836994189872
4	1576800000	100	33	0.33	-0.708177369182839	-3.23858082369353	0.0377347716813938
4	1576800000	100	33	0.33	-0.708177369182839	7.82976459307597	0.999607435046883
